"Latitude_WGS84";"Name";"AdmArea";"District";"Location";"NumberOfAccessPoints";"WiFiName";"CoverageArea";"FunctionFlag";"AccessFlag";"Password";"Longitude_WGS84";"global_id";"geodata_center";"geoarea";
"55.756797342";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Газетный переулок, дом 1/12";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.607701093";"282752749";"0101000000D8164026C9CD42407CCB3CBCDEE04B40";"";
"55.757397955";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Газетный переулок, дом 3-5, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.608364939";"282752750";"0101000000DE84FEE6DECD424022648B6AF2E04B40";"";
"55.769867687";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, улица Гашека, дом 11";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.591517311";"282752751";"0101000000A5E1D8D6B6CB4240C2F43C068BE24B40";"";
"55.769858705";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, улица Гашека, дом 11";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.591517635";"282752752";"010100000088AA90D9B6CB42400942E4BA8AE24B40";"";
"55.759468222";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Георгиевский переулок, дом 3, строение 3";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.61582931";"282752753";"0101000000232FAD7ED3CE4240AFEB334136E14B40";"";
"55.743981531";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, Глазовский переулок, дом 10, строение 2";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.585552125";"282752754";"0101000000397D3D5FF3CA42408C3C6CC93ADF4B40";"";
"55.763703526";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Глинищевский переулок, дом 5/7";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.61129616";"282752755";"010100000069AFDBF33ECE424044018209C1E14B40";"";
"55.7634397";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Большой Гнездниковский переулок, дом 10";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.605456136";"282752756";"01010000002AA42F967FCD4240E9FB5F64B8E14B40";"";
"55.762269843";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Малый Гнездниковский переулок, дом 9, строение 7";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.606103536";"282752757";"0101000000138EF8CC94CD4240BE34E70E92E14B40";"";
"55.762270024";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Малый Гнездниковский переулок, дом 9, строение 7";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.606119467";"282752758";"0101000000F21D9C5295CD42408CE66B1092E14B40";"";
"55.746226842";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Гоголевский бульвар, дом 10, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.600350854";"282752759";"01010000002007FA4BD8CC4240C8E4745C84DF4B40";"";
"55.746235825";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Гоголевский бульвар, дом 10, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.600350533";"282752760";"010100000082AF4849D8CC424042BDCFA784DF4B40";"";
"55.749519927";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, улица Знаменка, дом 19, строение 8";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.600710921";"282752761";"0101000000C4057018E4CC42402915DB44F0DF4B40";"";
"55.74856278";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, Гоголевский бульвар, дом 25, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.599518391";"282752762";"01010000000759C504BDCC42402A8DB9E7D0DF4B40";"";
"55.750833299";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, Гоголевский бульвар, дом 33/1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.600042503";"282752763";"0101000000284C5731CECC4240F5F9374E1BE04B40";"";
"55.750931382";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, Гоголевский бульвар, дом 33/1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.599975256";"282752764";"0101000000F1763BFDCBCC4240739DFF841EE04B40";"";
"55.750851445";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, Гоголевский бульвар, дом 33/1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.600057786";"282752765";"0101000000434A8BB1CECC4240F53670E61BE04B40";"";
"55.74622302";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Гоголевский бульвар, дом 8/9, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.601593642";"282752766";"01010000008EEF3C0501CD42401036653C84DF4B40";"";
"55.74611541";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Гоголевский бульвар, дом 8/9, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.601613423";"282752767";"0101000000504F2CAB01CD4240EE7EB2B580DF4B40";"";
"55.769421533";"Городской Wi-Fi";"Центральный административный округ";"Мещанский район";"город Москва, Большой Головин переулок, дом 21";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.630763857";"282752768";"01010000002BA8BCDEBCD042405E89A0677CE24B40";"";
"55.769077996";"Городской Wi-Fi";"Центральный административный округ";"Красносельский район";"город Москва, Малый Головин переулок, дом 10, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.634617601";"282752769";"010100000068E148263BD142405572D42571E24B40";"";
"55.73827144";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, Гончарная набережная, дом 3, строение 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.648276637";"282752770";"0101000000835695BAFAD24240772FB5AD7FDE4B40";"";
"55.738675492";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, Гончарная набережная, дом 3, строение 3";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.648246742";"282752771";"01010000007450CEBFF9D24240943F24EB8CDE4B40";"";
"55.73868465";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, Гончарная набережная, дом 3, строение 3";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.648262353";"282752772";"010100000077AEC242FAD2424053E7F6378DDE4B40";"";
"55.73738757";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, Гончарная набережная, дом 9/16, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.648800948";"282752773";"01010000000CA3D2E80BD342403FD044B762DE4B40";"";
"55.741225573";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, Гончарная улица, дом 38";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.650516115";"282752774";"010100000016B9AF1C44D34240377FC57AE0DE4B40";"";
"55.739266327";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, Гончарный проезд, дом 6, строение 1А";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.649675808";"282752775";"0101000000622EAE9328D34240E1BF6C47A0DE4B40";"";
"55.739257169";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, Гончарный проезд, дом 6, строение 1А";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.649660196";"282752776";"01010000009EAAB71028D3424022189AFA9FDE4B40";"";
"55.740187936";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, Гончарный проезд, дом 8/40";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.650950147";"282752777";"010100000080589C5552D34240C201717ABEDE4B40";"";
"55.740178953";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, Гончарный проезд, дом 8/40";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.650950457";"282752778";"0101000000CD10365852D342404829162FBEDE4B40";"";
"55.759323746";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Гранатный переулок, дом 3, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.592821751";"282752779";"010100000084734895E1CB4240B712408531E14B40";"";
"55.759349052";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Гранатный переулок, дом 3, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.592677408";"282752780";"0101000000123872DADCCB4240574B885932E14B40";"";
"55.759610203";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Гранатный переулок, дом 7, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.590373088";"282752781";"010100000003B3685891CB4240E5CB39E83AE14B40";"";
"55.759601403";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Гранатный переулок, дом 7, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.590389342";"282752782";"010100000003E6C1E091CB4240BBF0679E3AE14B40";"";
"55.777062344";"Городской Wi-Fi";"Центральный административный округ";"Мещанский район";"город Москва, Большая Сухаревская площадь, дом 3, строение 22";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.636650292";"282752783";"01010000007E90BBC17DD14240703765C776E34B40";"";
"55.77706252";"Городской Wi-Fi";"Центральный административный округ";"Мещанский район";"город Москва, Большая Сухаревская площадь, дом 3, строение 22";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.63666623";"282752784";"0101000000A8286E477ED14240762CDFC876E34B40";"";
"55.762216584";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, улица Красная Пресня, дом 28";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.568635246";"796201737";"010100000022762C0AC9C84240DA5F225090E14B40";"";
"55.762762363";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, улица Красная Пресня, дом 38";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.565347908";"796201738";"01010000006BDCFB515DC8424033DA7532A2E14B40";"";
"55.762652471";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, улица Красная Пресня, дом 38";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.565941657";"796201739";"01010000002921B6C670C842404D949E989EE14B40";"";
"55.761427508";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, улица Красная Пресня, дом 8";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.574194536";"796201740";"0101000000B9D4E0347FC942404091E27476E14B40";"";
"55.761475487";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, улица Красная Пресня, дом 8";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.573682778";"796201741";"0101000000EBE4F06F6EC9424072AF5C0778E14B40";"";
"55.761418525";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, улица Красная Пресня, дом 8";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.574194864";"796201742";"0101000000A134A1377FC94240C7B8872976E14B40";"";
"55.754117478";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, 1-й Красногвардейский проезд, дом 4, корпус А, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.546989749";"796201743";"0101000000E39995C203C642400EADE8EB86E04B40";"";
"55.754099513";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, 1-й Красногвардейский проезд, дом 4, корпус А, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.546990417";"796201744";"0101000000C61E30C803C64240DC21355586E04B40";"";
"55.75357558";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, 1-й Красногвардейский проезд, дом 6";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.54524116";"796201745";"01010000000A515B76CAC542400695232A75E04B40";"";
"55.753238253";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, 1-й Красногвардейский проезд, дом 8";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.544074569";"796201746";"01010000005C38483CA4C54240975D6F1C6AE04B40";"";
"55.751454505";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, 2-й Красногвардейский проезд, дом 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.536891179";"796201747";"01010000006FA8A3D9B8C4424014B445A92FE04B40";"";
"55.761180581";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Красногвардейский бульвар, дом 11/1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.543937991";"796201748";"0101000000CF3295C29FC5424065DF825D6EE14B40";"";
"55.762607348";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Красногвардейский бульвар, дом 15, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.544522345";"796201749";"0101000000ADDB7FE8B2C54240B6AC191E9DE14B40";"";
"55.760241882";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Красногвардейский бульвар, дом 9";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.543590479";"796201751";"01010000006ADC705F94C54240A81E229B4FE14B40";"";
"55.760232899";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Красногвардейский бульвар, дом 9";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.543590813";"796201752";"0101000000DB1E3E6294C542402E46C74F4FE14B40";"";
"55.776912377";"Городской Wi-Fi";"Центральный административный округ";"Красносельский район";"город Москва, Краснопрудная улица, дом 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.658960945";"796201753";"0101000000E10E0ED558D442404C8961DD71E34B40";"";
"55.776809625";"Городской Wi-Fi";"Центральный административный округ";"Красносельский район";"город Москва, Краснопрудная улица, дом 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.659426843";"796201754";"01010000000F654A1968D44240E84B6F7F6EE34B40";"";
"55.77691203";"Городской Wi-Fi";"Центральный административный округ";"Красносельский район";"город Москва, Краснопрудная улица, дом 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.65892907";"796201755";"01010000005004ABC957D44240075C78DA71E34B40";"";
"55.779166303";"Городской Wi-Fi";"Центральный административный округ";"Красносельский район";"город Москва, Краснопрудная улица, дом 11";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.664591741";"796201756";"0101000000B364985711D54240DEC3AEB8BBE34B40";"";
"55.779571933";"Городской Wi-Fi";"Центральный административный округ";"Красносельский район";"город Москва, Краснопрудная улица, дом 11";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.66553456";"796201757";"010100000064C7883C30D54240A88E5A03C9E34B40";"";
"55.7791568";"Городской Wi-Fi";"Центральный административный округ";"Красносельский район";"город Москва, Краснопрудная улица, дом 11";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.664544232";"796201758";"0101000000BC970FC90FD542405F3AF768BBE34B40";"";
"55.78034361";"Городской Wi-Fi";"Центральный административный округ";"Красносельский район";"город Москва, Краснопрудная улица, дом 13А";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.667086758";"796201759";"0101000000339A501963D54240DA4BA64CE2E34B40";"";
"55.777288025";"Городской Wi-Fi";"Центральный административный округ";"Красносельский район";"город Москва, Краснопрудная улица, дом 3/5, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.660446776";"796201760";"010100000096D51B8589D4424045798B2C7EE34B40";"";
"55.777278869";"Городской Wi-Fi";"Центральный административный округ";"Красносельский район";"город Москва, Краснопрудная улица, дом 3/5, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.660431146";"796201761";"010100000037AAFE0189D442400A1DBDDF7DE34B40";"";
"55.780551421";"Городской Wi-Fi";"Центральный административный округ";"Красносельский район";"город Москва, Краснопрудная улица, дом 36, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.668849588";"796201762";"0101000000983301DD9CD542404A05E51BE9E34B40";"";
"55.780578888";"Городской Wi-Fi";"Центральный административный округ";"Красносельский район";"город Москва, Краснопрудная улица, дом 36, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.668896487";"796201763";"010100000082096C669ED542403BF44D02EAE34B40";"";
"55.780606354";"Городской Wi-Fi";"Центральный административный округ";"Красносельский район";"город Москва, Краснопрудная улица, дом 36, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.668943386";"796201764";"01010000006DDFD6EF9FD542406ABDB4E8EAE34B40";"";
"55.778327033";"Городской Wi-Fi";"Центральный административный округ";"Красносельский район";"город Москва, Краснопрудная улица, дом 7/9";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.662611454";"796201765";"01010000004871BE73D0D44240F2296038A0E34B40";"";
"55.779848497";"Городской Wi-Fi";"Центральный административный округ";"Красносельский район";"город Москва, Верхняя Красносельская улица, дом 34";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.665349712";"796201766";"0101000000B5B8EA2D2AD5424092395713D2E34B40";"";
"55.779804102";"Городской Wi-Fi";"Центральный административный округ";"Красносельский район";"город Москва, Верхняя Красносельская улица, дом 34";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.665399065";"796201767";"0101000000647BEBCB2BD5424036B0ED9ED0E34B40";"";
"55.748106006";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Кремлёвская набережная, дом 1/9, строение 9";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.610735079";"796201768";"010100000099692B912CCE424008DB06F0C1DF4B40";"";
"55.779777326";"Городской Wi-Fi";"Центральный административный округ";"Красносельский район";"город Москва, Верхняя Красносельская улица, дом 34";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.665415925";"796201769";"0101000000690E5A592CD542408AAA50BECFE34B40";"";
"55.748184509";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Кремлёвская набережная, дом 1/9, строение 9";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.61052517";"796201770";"0101000000764453B025CE4240B0C38E82C4DF4B40";"";
"55.772775449";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, Нижняя Красносельская улица, дом 45/17";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.67606539";"796201771";"0101000000F5008A4F89D64240A94D504EEAE24B40";"";
"55.749565336";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Кремлёвская набережная, дом 1, строение 2";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.623827726";"796201772";"010100000008C14096D9CF4240EA2AC6C1F1DF4B40";"";
"55.772775621";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, Нижняя Красносельская улица, дом 45/17";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.676081326";"796201773";"01010000009C4D38D589D64240A9ABC14FEAE24B40";"";
"55.750875043";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, Крестовоздвиженский переулок, дом 2, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.604502336";"796201774";"0101000000E1BC215560CD4240A78864AC1CE04B40";"";
"55.738903602";"Городской Wi-Fi";"Центральный административный округ";"район Якиманка";"город Москва, улица Крымский Вал, дом 10, строение 5";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.610695688";"796201775";"010100000055E2BB462BCE424049BEAA6494DE4B40";"";
"55.783917179";"Городской Wi-Fi";"Северный административный округ";"район Беговой";"город Москва, Нижняя Красносельская улица, дом 45/17";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.570837663";"796201776";"01010000007DF4623511C94240EE49EB6557E44B40";"";
"55.750848276";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, Крестовоздвиженский переулок, дом 2, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.604519225";"796201777";"0101000000D196CEE260CD4240C8D6DACB1BE04B40";"";
"55.738894799";"Городской Wi-Fi";"Центральный административный округ";"район Якиманка";"город Москва, улица Крымский Вал, дом 10, строение 5";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.610711929";"796201778";"0101000000812AF9CE2BCE4240DB71D21A94DE4B40";"";
"55.74744006";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Кремлёвская набережная, дом 1/9, строение 9";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.612240412";"796201779";"01010000002F6AD1E45DCE4240CCB5AA1DACDF4B40";"";
"55.731914362";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, площадь Крестьянская Застава, дом 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.667670585";"796201780";"0101000000C189CF3A76D54240A021AC5EAFDD4B40";"";
"55.738848265";"Городской Wi-Fi";"Центральный административный округ";"район Якиманка";"город Москва, улица Крымский Вал, дом 10, строение 5";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.610570227";"796201781";"01010000002A704A2A27CE4240D070779492DE4B40";"";
"55.748166543";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Кремлёвская набережная, дом 1/9, строение 9";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.610525809";"796201782";"01010000006D82AFB525CE4240BD12D9EBC3DF4B40";"";
"55.735268673";"Городской Wi-Fi";"Центральный административный округ";"район Якиманка";"город Москва, улица Крымский Вал, дом 10";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.603960306";"796201783";"0101000000132D41924ECD42407727AC481DDE4B40";"";
"55.73289408";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, Крестьянская площадь, дом 10, строение 28";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.65860726";"796201784";"0101000000D84D213E4DD4424019842479CFDD4B40";"";
"55.735224484";"Городской Wi-Fi";"Центральный административный округ";"район Якиманка";"город Москва, улица Крымский Вал, дом 10";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.604025591";"796201785";"010100000063A5E7B550CD4240CEFFFCD51BDE4B40";"";
"55.748194212";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Кремлёвская набережная, дом 1/9, строение 9";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.610588554";"796201786";"0101000000F85E07C427CE42405ACCF3D3C4DF4B40";"";
"55.734676587";"Городской Wi-Fi";"Центральный административный округ";"район Якиманка";"город Москва, улица Крымский Вал, дом 10";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.602468404";"796201787";"0101000000D30646AF1DCD4240A526E5E109DE4B40";"";
"55.74863071";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, Кривоарбатский переулок, дом 3";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.591310762";"796201788";"01010000000B483012B0CB42409A1D9021D3DF4B40";"";
"55.734018059";"Городской Wi-Fi";"Центральный административный округ";"район Якиманка";"город Москва, улица Крымский Вал, дом 10";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.601456716";"796201789";"0101000000FC969E88FCCC4240090AC34DF4DD4B40";"";
"55.748594962";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, Кривоарбатский переулок, дом 3";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.591327983";"796201790";"0101000000EA18A6A2B0CB4240C4DEAFF5D1DF4B40";"";
"55.734599546";"Городской Wi-Fi";"Центральный административный округ";"район Якиманка";"город Москва, улица Крымский Вал, дом 10";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.602805617";"796201791";"0101000000186E05BC28CD4240FCDCA05B07DE4B40";"";
"55.734571873";"Городской Wi-Fi";"Центральный административный округ";"район Якиманка";"город Москва, улица Крымский Вал, дом 10";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.602742899";"796201792";"0101000000F58CE7AD26CD4240598C7D7306DE4B40";"";
"55.762441648";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, Кривоколенный переулок, дом 11/13, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.638260259";"796201793";"0101000000E95E1D83B2D1424059A21BB097E14B40";"";
"55.734705165";"Городской Wi-Fi";"Центральный административный округ";"район Якиманка";"город Москва, улица Крымский Вал, дом 10";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.602610723";"796201794";"010100000080C0215922CD42404BF09FD10ADE4B40";"";
"55.761956318";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, Кривоколенный переулок, дом 12, строение 10";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.635822762";"796201795";"0101000000D36BE8A362D142403265DDC887E14B40";"";
"55.730897122";"Городской Wi-Fi";"Центральный административный округ";"район Якиманка";"город Москва, улица Крымский Вал, дом 4";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.609929019";"796201796";"010100000041BE722712CE424082DD71098EDD4B40";"";
"55.761956495";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, Кривоколенный переулок, дом 12, строение 10";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.635838693";"796201797";"0101000000B2FB8B2963D14240F97F59CA87E14B40";"";
"55.730896942";"Городской Wi-Fi";"Центральный административный округ";"район Якиманка";"город Москва, улица Крымский Вал, дом 4";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.6099131";"796201798";"010100000074F3E8A111CE42407651EF078EDD4B40";"";
"55.762501855";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, Кривоколенный переулок, дом 14, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.637206255";"796201799";"01010000000D047DF98FD14240A22E29A999E14B40";"";
"55.731295728";"Городской Wi-Fi";"Центральный административный округ";"район Якиманка";"город Москва, улица Крымский Вал, дом 8";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.608624902";"796201800";"010100000084CFB86BE7CD424075BB31199BDD4B40";"";
"55.762511014";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, Кривоколенный переулок, дом 14, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.637221873";"796201801";"01010000005A6A807C90D1424022FCFDF599E14B40";"";
"55.731295367";"Городской Wi-Fi";"Центральный административный округ";"район Якиманка";"город Москва, улица Крымский Вал, дом 8";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.608593064";"796201802";"0101000000E939A560E6CD42409C7D2A169BDD4B40";"";
